No,공동주택,빌링전용,공급전용,공동주택명,공동주택검사명,난방방식,공동주택계약,정기검사,지사,완성검사일자,기밀시험시행년도,정기검사기준월,주소,연락처,세대수,동수,사용여부,전용면적등록구분,도로명주소,위도,경도
232,10501,아니오,아니오,상명아파트,입석상명,개별난방,아니오,예,경산안전팀,1991-04-23,2006.0, 4 월,동구 동촌로6길 10 (입석동 947-20),,68,3.0,사용,등록,대구광역시 동구 동촌로6길 10,35.889828905,128.645008501
233,10502,아니오,아니오,해성아파트,입석해성,개별난방,아니오,예,경산안전팀,1991-04-23,2006.0, 4 월,동구 동촌로6길 12 (입석동 947-21),,45,2.0,사용,등록,대구광역시 동구 동촌로6길 12,35.889431075,128.645099782
234,10503,아니오,아니오,대선빌라,입석대선빌라(다세대),개별난방,아니오,아니오,경산안전팀,1992-12-14,,12 월,동구 동촌로6길 20 (입석동 935-6),,8,1.0,사용,등록,대구광역시 동구 동촌로6길 20,35.888948666,128.645541616
235,10504,아니오,아니오,가람빌라,입석가람빌라(삼복),개별난방,아니오,아니오,경산안전팀,1995-03-09,2004.0, 3 월,동구 해동로 135-1 (입석동 938-5),,8,1.0,사용,등록,대구광역시 동구 해동로 135-1,35.889044125,128.644824225
236,10505,아니오,아니오,동촌화성타운,입석화성(동촌),개별난방,아니오,예,경산안전팀,1995-05-10,2004.0, 5 월,동구 동촌로6길 3 (입석동 932-5),981-0992,184,3.0,사용,등록,대구광역시 동구 동촌로6길 3,35.889769663,128.646657249
237,10506,예,아니오,아너스아파트,,개별난방,아니오,예,,,,,동구 아양로 324-6 (입석동 983-13),,19,1.0,사용,등록,대구광역시 동구 아양로 324-6,35.892505421,128.644821873
238,11101,아니오,아니오,강산아파트,지저삼환강산,개별난방,아니오,예,경산안전팀,1991-02-25,2006.0, 2 월,동구 해동로5길 23 (지저동 786-2),982-2786,90,3.0,사용,등록,대구광역시 동구 해동로5길 23,35.894951374,128.639870674
239,11102,아니오,아니오,다세대주택,지저해성빌라,개별난방,아니오,예,경산안전팀,1993-09-09,2005.0, 9 월,동구 공항로45길 30 (지저동 640-4),,14,1.0,사용,등록,대구광역시 동구 공항로45길 30,35.896584859,128.642903488
240,11103,아니오,아니오,여명다세대주택,지저여명빌라,개별난방,아니오,예,경산안전팀,1993-09-14,2005.0, 9 월,동구 공항로51길 15 (지저동 642-10),,16,2.0,사용,등록,대구광역시 동구 공항로51길 15,35.89645559,128.642017227
241,11104,아니오,아니오,동보빌라,지저골든(동보),개별난방,아니오,아니오,경산안전팀,1993-11-08,,11 월,동구 공항로49길 35-1 (지저동 651-5),,16,2.0,사용,등록,대구광역시 동구 공항로49길 35-1,35.894900392,128.643585515
242,11105,아니오,아니오,부국빌라,지저부국빌라,개별난방,아니오,예,경산안전팀,1994-03-03,2006.0, 3 월,동구 해동로7길 5-2 (지저동 776-28),,18,2.0,사용,등록,대구광역시 동구 해동로7길 5-2,35.8941574,128.638086207
243,11106,예,아니오,공항하이츠빌라,,개별난방,아니오,예,,,,,동구 공항로51길 17 (지저동 662-33),,8,1.0,사용,등록,대구광역시 동구 공항로51길 17,35.896602372,128.642218261
244,11107,아니오,아니오,제림햇빛촌아파트,지저제림햇빛촌,개별난방,아니오,예,경산안전팀,1995-10-12,2004.0,10 월,동구 공항로52길 28 (지저동 779-1),981-8721,226,2.0,사용,등록,대구광역시 동구 공항로52길 28,35.893438321,128.639118498
245,11108,아니오,아니오,경남빌라,지저경남빌라,개별난방,아니오,예,경산안전팀,1997-02-17,2006.0, 2 월,동구 공항로45길 14 (지저동 663-18),,8,1.0,사용,등록,대구광역시 동구 공항로45길 14,35.897015893,128.64118779
246,11109,아니오,아니오,동재빌라,지저동재빌라,개별난방,아니오,예,경산안전팀,1998-12-29,2004.0,12 월,동구 공항로51길 16-1 (지저동 642-12),,8,1.0,사용,등록,대구광역시 동구 공항로51길 16-1,35.896290468,128.642433258
247,11110,아니오,아니오,월성공항아파트,지저월성공항,개별난방,아니오,예,경산안전팀,2000-06-02,2006.0, 6 월,동구 해동로7길 57 (지저동 784-1),,39,1.0,사용,등록,대구광역시 동구 해동로7길 57,35.894512498,128.640259864
248,11111,아니오,아니오,팔공아파트,지저팔공,개별난방,아니오,예,경산안전팀,1999-10-21,2005.0,10 월,동구 해동로 54 (지저동 757-5),981-6500,284,8.0,사용,등록,대구광역시 동구 해동로 54,35.892801199,128.637244586
249,11112,아니오,아니오,청보빌라,지저청보세원빌라,개별난방,아니오,예,경산안전팀,1999-11-17,2005.0,11 월,동구 아양로57길 21 (지저동 818-8),,32,4.0,사용,등록,대구광역시 동구 아양로57길 21,35.892064977,128.642692333
250,11113,아니오,아니오,부민스위트빌,부민스위트빌,개별난방,아니오,예,경산안전팀,2002-08-07,2005.0, 8 월,동구 해동로2길 37 (지저동 711),986-9590,184,1.0,사용,등록,대구광역시 동구 해동로2길 37,35.896279274,128.635975782
251,11114,아니오,아니오,공항2차월성아파트,지저동월성아파트,개별난방,아니오,예,경산안전팀,2002-09-18,2005.0, 9 월,동구 해동로7길 66 (지저동 784-5),986-5956,48,1.0,사용,등록,대구광역시 동구 해동로7길 66,35.894670013,128.641192637
252,11201,아니오,아니오,강변아파트,방촌서한강변,개별난방,아니오,예,경산안전팀,1989-03-30,2005.0, 3 월,동구 동촌로54길 13 (방촌동 1102-2),983-6995,477,10.0,사용,등록,대구광역시 동구 동촌로54길 13,35.878874066,128.669075803
253,11202,아니오,아니오,강변아파트,방촌서한강변2차,개별난방,아니오,예,경산안전팀,1990-01-24,2006.0, 1 월,동구 동촌로56길 36 (방촌동 1113-8),982-6904,206,4.0,사용,등록,대구광역시 동구 동촌로56길 36,35.877122099,128.669255276
254,11203,아니오,아니오,무궁화아파트,방촌무궁화,개별난방,아니오,예,경산안전팀,1988-12-01,2005.0,12 월,동구 동촌로 222 (방촌동 1067-1),983-5568,120,2.0,사용,등록,대구광역시 동구 동촌로 222,35.881348309,128.66420773
255,11204,아니오,아니오,현대주택방촌맨션,방촌현대,개별난방,아니오,예,경산안전팀,1993-07-27,2005.0, 7 월,동구 화랑로91길 7 (방촌동 1119-1),984-4896,238,3.0,사용,등록,대구광역시 동구 화랑로91길 7,35.877252907,128.673803315
256,11205,아니오,아니오,방촌청구타운,방촌청구,개별난방,아니오,예,경산안전팀,1992-02-14,2004.0, 2 월,동구 화랑로73길 36 (방촌동 1084-13),984-3975,126,3.0,사용,등록,대구광역시 동구 화랑로73길 36,35.87919474,128.663089447
257,11206,아니오,아니오,태평빌라,방촌태평빌라,개별난방,아니오,예,경산안전팀,1992-04-13,2004.0, 4 월,동구 동촌로46길 11 (방촌동 1086-10),983-1615,26,2.0,사용,등록,대구광역시 동구 동촌로46길 11,35.880255517,128.664494876
258,11207,아니오,아니오,방촌우방맨션,방촌우방,개별난방,아니오,예,경산안전팀,1992-06-30,2004.0, 6 월,동구 화랑로 407 (방촌동 1084-28),983-0647,150,3.0,사용,등록,대구광역시 동구 화랑로 407,35.877481128,128.667439154
259,11208,아니오,아니오,우방강촌마을,방촌우방강촌마을,중앙난방(가스),아니오,예,경산안전팀,1996-06-25,2005.0, 6 월,동구 화랑로80길 8 (방촌동 1084-30),984-1154,"1,504",13.0,사용,등록,대구광역시 동구 화랑로80길 8,35.876431542,128.667745768
260,11209,아니오,아니오,우방강촌하이츠,방촌우방강촌하이츠,개별난방,아니오,예,경산안전팀,1997-10-10,2006.0,10 월,동구 화랑로80길 3 (방촌동 1084-505),985-5226,18,1.0,사용,등록,대구광역시 동구 화랑로80길 3,35.875918494,128.668720367
261,11210,아니오,아니오,보성강남타운,방촌강남보성,개별난방,아니오,예,경산안전팀,1997-11-04,2006.0,11 월,동구 화랑로88길 30 (방촌동 1119-5),984-2586,330,3.0,사용,등록,대구광역시 동구 화랑로88길 30,35.874889129,128.670658329
262,11211,아니오,아니오,우방2차강촌마을,우방강촌2차,개별난방,아니오,예,경산안전팀,1998-07-22,2004.0, 7 월,동구 화랑로80길 9 (방촌동 1119-100),985-6613,420,4.0,사용,등록,대구광역시 동구 화랑로80길 9,35.875883268,128.669933425
263,11212,아니오,아니오,성호그린빌라트,방촌그린빌라트,개별난방,아니오,예,경산안전팀,1998-12-10,2004.0,12 월,동구 방촌로1길 109 (방촌동 902-1),984-6030,93,3.0,사용,등록,대구광역시 동구 방촌로1길 109,35.883786242,128.666556397
264,11213,예,아니오,성호빌라,,개별난방,아니오,예,,,,,동구 방촌로 125-6 (방촌동 902-14),,10,2.0,사용,등록,대구광역시 동구 방촌로 125-6,35.882943654,128.666484355
265,11215,아니오,아니오,명성타운,방촌명성빌라,개별난방,아니오,예,경산안전팀,1998-12-22,2004.0,12 월,동구 둔산로 30 (방촌동 852-6),,15,2.0,사용,등록,대구광역시 동구 둔산로 30,35.881481308,128.672228268
266,11216,아니오,아니오,경북금성아파트,방촌금성,개별난방,아니오,예,경산안전팀,1999-01-28,2005.0, 1 월,동구 화랑로73길 48 (방촌동 1072-24),,46,2.0,사용,등록,대구광역시 동구 화랑로73길 48,35.880139872,128.661754712
267,11217,아니오,아니오,방촌현대아파트,방촌현대주상복합,개별난방,아니오,예,경산안전팀,1999-02-24,2005.0, 2 월,동구 방촌로 125 (방촌동 902-7),983-0387,47,1.0,사용,등록,대구광역시 동구 방촌로 125,35.882844433,128.665411023
268,11218,아니오,아니오,강변다세대주택,한솔빌라(구.강변다세대),개별난방,아니오,예,경산안전팀,1999-06-04,2005.0, 6 월,동구 동촌로54길 66 (방촌동 1113-267),,7,1.0,사용,등록,대구광역시 동구 동촌로54길 66,35.878170966,128.670548017
269,11219,아니오,아니오,영남네오빌,방촌영남(네오빌),개별난방,아니오,예,경산안전팀,2000-06-15,2006.0, 6 월,동구 동촌로 190 (방촌동 1050-71),053-985-0643,930,11.0,사용,등록,대구광역시 동구 동촌로 190,35.880844149,128.661449634
270,11220,아니오,아니오,백산강변빌라,방촌백산강변빌라,개별난방,아니오,예,경산안전팀,2000-08-21,2006.0, 8 월,동구 동촌로42길 61-3 (방촌동 1072-14),,8,1.0,사용,등록,대구광역시 동구 동촌로42길 61-3,35.879555185,128.661972243
271,11221,아니오,아니오,BC스테이션,방촌미진연립주택(BC스테이션),개별난방,아니오,예,경산안전팀,2000-04-25,2006.0, 4 월,동구 동촌로 274 (방촌동 1103-2),,18,1.0,사용,등록,대구광역시 동구 동촌로 274,35.879559621,128.669516087
272,11222,예,아니오,강촌그린아파트,,개별난방,아니오,예,,,,,동구 화랑로88길 48 (방촌동 1120-62),,,,사용,등록,대구광역시 동구 화랑로88길 48,35.874651478,128.667632315
273,11223,아니오,아니오,방촌2차영남네오빌,방촌영남네오빌2차아파트,개별난방,아니오,예,경산안전팀,2003-05-16,2006.0, 5 월,동구 동촌로42길 63 (방촌동 1077-11),985-9240,230,3.0,사용,등록,대구광역시 동구 동촌로42길 63,35.878402885,128.661887813
274,11224,예,아니오,해들목마을,,개별난방,아니오,예,,,,,동구 화랑로 451 (방촌동 1119-91),,,,사용,등록,대구광역시 동구 화랑로 451,35.876061267,128.673529546
275,11225,아니오,아니오,방촌강남밸리스,강남밸리스(방촌오피스텔),개별난방,아니오,예,경산안전팀,2004-06-07,, 6 월,동구 동촌로 299 (방촌동 857-120),,59,2.0,사용,등록,대구광역시 동구 동촌로 299,35.879242371,128.672505478
276,11226,아니오,아니오,현대빌라트,방촌현대빌라,개별난방,아니오,예,경산안전팀,2004-07-07,, 7 월,동구 화랑로88길 70-1 (방촌동 1120-87),,12,2.0,사용,등록,대구광역시 동구 화랑로88길 70-1,35.874828522,128.665669571
277,11227,예,아니오,동선그린파크,,개별난방,아니오,예,,,,,동구 호반길 79 (방촌동 1031-8),,,,사용,등록,대구광역시 동구 호반길 79,35.877853131,128.661643171
278,11228,아니오,아니오,방촌청구제네스,청구제네스아파트,개별난방,아니오,예,경산안전팀,2006-03-15,, 3 월,동구 화랑로75길 6 (방촌동 1084-207),985-7662,130,1.0,사용,등록,대구광역시 동구 화랑로75길 6,35.878002163,128.666706245
279,11301,아니오,아니오,그린아파트,불로통신공사사원(그린아파트),개별난방,아니오,예,북부안전팀,1991-10-23,2006.0,10 월,동구 팔공로31길 20 (불로동 1156-1),981-5799,,,사용,등록,대구광역시 동구 팔공로31길 20,35.913339989,128.639129083
280,11302,아니오,아니오,청호아파트,불로청호,개별난방,아니오,예,북부안전팀,1991-07-26,2006.0, 7 월,동구 팔공로25길 46 (불로동 140-4),981-3189,120,2.0,사용,등록,대구광역시 동구 팔공로25길 46,35.911014063,128.636257563
281,11303,아니오,아니오,불로강변아파트,불로강변,개별난방,아니오,예,경산안전팀,1993-12-06,2005.0,12 월,동구 방천로3길 30 (불로동 1039),985-4025,114,2.0,사용,등록,대구광역시 동구 방천로3길 30,35.897488296,128.631240173
282,11304,아니오,아니오,은빛아파트,불로은빛,개별난방,아니오,예,북부안전팀,1990-01-25,2006.0, 1 월,동구 팔공로26길 33 (불로동 530),984-0318,70,2.0,사용,등록,대구광역시 동구 팔공로26길 33,35.910049618,128.644284072
283,11306,아니오,아니오,장수빌라,불로장수빌라,개별난방,아니오,아니오,북부안전팀,1992-12-16,,12 월,동구 팔공로26길 37 (불로동 529),,,,사용,등록,대구광역시 동구 팔공로26길 37,35.910063898,128.644954594
284,11307,아니오,아니오,불로우방맨션,불로우방,개별난방,아니오,예,경산안전팀,1993-02-25,2005.0, 2 월,동구 공항로 150 (불로동 959),985-4015,174,5.0,사용,등록,대구광역시 동구 공항로 150,35.900263662,128.632108765
285,11308,아니오,아니오,평광현대아파트,불로현대평광,개별난방,아니오,예,북부안전팀,1994-11-09,2006.0,11 월,동구 팔공로37길 33 (불로동 1154),984-0755,129,4.0,사용,등록,대구광역시 동구 팔공로37길 33,35.915653091,128.639126643
286,11309,아니오,아니오,여명그린빌라,불로여명빌라,개별난방,아니오,예,북부안전팀,1995-01-26,2004.0, 1 월,동구 팔공로29길 41 (불로동 299),,18,3.0,사용,등록,대구광역시 동구 팔공로29길 41,35.911636178,128.636409543
287,11310,아니오,예,,불로우영빌라,개별난방,아니오,예,북부안전팀,1995-02-21,2004.0, 2 월,동구 팔공로29길 37 (불로동 151-2),,24,3.0,사용,,대구광역시 동구 팔공로29길 37,35.911916413,128.63701756
288,11311,예,아니오,여명다세대주택,,개별난방,아니오,예,,,,,동구 팔공로29길 43 (불로동 298-1),,15,3.0,사용,등록,대구광역시 동구 팔공로29길 43,35.911979791,128.636076469
289,11312,아니오,아니오,제림빌리지아파트,불로제림빌리지,개별난방,아니오,예,경산안전팀,1995-10-12,2004.0,10 월,동구 해동로6길 37 (불로동 1021),981-9076,161,1.0,사용,등록,대구광역시 동구 해동로6길 37,35.896713276,128.634119557
290,11313,아니오,아니오,남경공항타운,불로공항타운,개별난방,아니오,예,경산안전팀,1996-07-01,2005.0, 7 월,동구 방천로3길 1 (불로동 1000-40),985-0830,,,사용,등록,대구광역시 동구 방천로3길 1,35.898386374,128.633582659
291,11314,아니오,아니오,평광현대아파트,불로평광현대2차,개별난방,아니오,예,북부안전팀,1997-03-21,2006.0, 3 월,동구 팔공로33길 19 (불로동 1156),981-5022,51,2.0,사용,등록,대구광역시 동구 팔공로33길 19,35.9137761,128.639183279
292,11315,예,아니오,외기아파트,,개별난방,아니오,예,,,,,동구 팔공로31길 14 (불로동 1156-2),,,,사용,등록,대구광역시 동구 팔공로31길 14,35.913760446,128.63959343
293,11316,예,아니오,강촌타운,,개별난방,아니오,예,,,,,동구 방천로1길 99 (불로동 1076-4),,8,1.0,사용,등록,대구광역시 동구 방천로1길 99,35.894313675,128.634904062
294,11317,예,아니오,효성아파트,,개별난방,아니오,예,,,,,동구 팔공로29길 3-1 (불로동 399),,,,사용,등록,대구광역시 동구 팔공로29길 3-1,35.9114976,128.640520646
295,11401,예,아니오,동선타운,,개별난방,아니오,예,,,,,동구 신평로 76-7 (신평동 703),,,,사용,등록,대구광역시 동구 신평로 76-7,35.878349898,128.678049161
296,11601,아니오,아니오,둔산공군아파트,둔산K2공군(신관사31-37동),개별난방,아니오,예,경산안전팀,2000-12-14,2006.0,12 월,동구 둔산로 311 (둔산동 918),989-3852,216,7.0,사용,미등록,대구광역시 동구 둔산로 311,,
297,11701,아니오,아니오,봉무청구새들마을,봉무청구새들마을,개별난방,아니오,예,북부안전팀,2000-10-23,2006.0,10 월,동구 팔공로 322-5 (봉무동 245),981-4756,347,4.0,사용,등록,대구광역시 동구 팔공로 322-5,35.92913001,128.642612477
298,11801,아니오,아니오,공항3차아파트,도동에덴공항3차,개별난방,아니오,예,북부안전팀,1990-08-17,2006.0, 8 월,동구 팔공로26길 49 (도동 20-5),985-5589,237,3.0,사용,등록,대구광역시 동구 팔공로26길 49,35.910187649,128.64663351
299,11802,아니오,아니오,도동청구맨션,도동청구,개별난방,아니오,예,북부안전팀,1997-07-14,2006.0, 7 월,동구 팔공로24길 131 (도동 89-2),984-6832,96,1.0,사용,등록,대구광역시 동구 팔공로24길 131,35.90939157,128.648678749
300,12101,아니오,아니오,보성동원타운,신기보성동원,개별난방,아니오,예,경산안전팀,1989-03-24,2005.0, 3 월,동구 안심로41길 21 (신기동 560),964-4749,174,6.0,사용,등록,대구광역시 동구 안심로41길 21,35.867754274,128.708036649
301,12102,아니오,아니오,신기모란2차아파트,신기협화모란2차,개별난방,아니오,예,경산안전팀,1988-04-27,2005.0, 4 월,동구 율하동로20길 30 (신기동 576),962-9987,356,5.0,사용,등록,대구광역시 동구 율하동로20길 30,35.866775794,128.705311274
302,12103,아니오,아니오,천일맨션,신기천일그린,개별난방,아니오,예,경산안전팀,1990-02-12,2006.0, 2 월,동구 율하동로24길 14 (신기동 555),961-2339,120,10.0,사용,등록,대구광역시 동구 율하동로24길 14,35.868281023,128.703775772
303,12104,아니오,아니오,화성아파트,신기화성금오,개별난방,아니오,예,경산안전팀,1990-06-11,2006.0, 6 월,동구 율하동로20길 20 (신기동 576-1),963-5523,440,9.0,사용,등록,대구광역시 동구 율하동로20길 20,35.866980513,128.70350365
304,12105,아니오,아니오,신기모란아파트,신기협화모란1차,개별난방,아니오,예,경산안전팀,1991-04-19,2006.0, 4 월,동구 율하동로20길 40 (신기동 573),963-3054,317,5.0,사용,등록,대구광역시 동구 율하동로20길 40,35.866644107,128.706457393
305,12106,아니오,아니오,신기모란3차아파트,신기협화모란3차,개별난방,아니오,예,경산안전팀,1988-12-08,2005.0,12 월,동구 율하동로20길 31 (신기동 557),963-3127,640,11.0,사용,등록,대구광역시 동구 율하동로20길 31,35.868172403,128.705675314
306,12107,아니오,아니오,동부프라자,신기동부프라자,개별난방,아니오,예,경산안전팀,1990-08-21,2006.0, 8 월,동구 율하동로 143 (신기동 174-1),963-9948,32,1.0,사용,등록,대구광역시 동구 율하동로 143,35.872508821,128.702494798
307,12108,예,아니오,대경고을빛아파트,,개별난방,아니오,예,,,,,동구 반야월로32길 17 (신기동 118-3),,,,사용,등록,대구광역시 동구 반야월로32길 17,35.871793652,128.705581626
308,12109,아니오,아니오,신기메디오스아파트,신기메디오스아파트,개별난방,아니오,예,경산안전팀,2004-06-30,, 6 월,동구 율하동로28길 54 (신기동 30-2),,73,1.0,사용,등록,대구광역시 동구 율하동로28길 54,35.870791876,128.708463938
309,12201,아니오,아니오,신혼연립주택,율하신혼빌라,개별난방,아니오,예,경산안전팀,1990-11-02,2006.0,11 월,동구 율하동로 101 (율하동 947),962-9753,102,4.0,사용,등록,대구광역시 동구 율하동로 101,35.86916045,128.701549438
310,12202,아니오,아니오,안심주공1단지아파트,율하안심주공1단지,개별난방,아니오,예,경산안전팀,1994-06-01,2006.0, 6 월,동구 안심로22길 3 (율하동 1018),964-4548,864,17.0,사용,등록,대구광역시 동구 안심로22길 3,35.866309074,128.69678741
311,12203,아니오,아니오,안심주공3단지아파트,율하안심주공3단지,개별난방,아니오,예,경산안전팀,1994-06-01,2006.0, 6 월,동구 율하동로 76 (신기동 594),964-5717,984,17.0,사용,등록,대구광역시 동구 율하동로 76,35.86599403,128.702013881
312,12204,아니오,아니오,율하뜨란채,안심주공 2단지(율하뜨란채),개별난방,아니오,예,경산안전팀,1997-06-20,2006.0, 6 월,동구 율하동로 67 (율하동 1020),963-3733,340,11.0,사용,등록,대구광역시 동구 율하동로 67,35.865944868,128.701100042
313,12205,아니오,아니오,대구안심4단지,안심주공4단지,개별난방,아니오,예,경산안전팀,2003-07-01,2006.0, 7 월,동구 율하동로 73 (율하동 1021),962-8404,194,6.0,사용,등록,대구광역시 동구 율하동로 73,35.866507681,128.70049005
314,12206,예,아니오,율하그랜드파크,,개별난방,아니오,예,,,,,동구 반야월로24길 42 (율하동 159-1),,,,사용,등록,대구광역시 동구 반야월로24길 42,35.871563084,128.700007977
315,12301,예,아니오,금잔디아파트,,개별난방,아니오,예,,,,,동구 경안로 726 (동호동 107-7),,,,사용,등록,대구광역시 동구 경안로 726,35.866896686,128.71404211
316,12302,아니오,아니오,D.O하이넷시티,디오하이넷시티,개별난방,아니오,예,경산안전팀,2002-06-03,2005.0, 6 월,동구 안심로49길 103 (서호동 47),,49,1.0,사용,등록,대구광역시 동구 안심로49길 103,35.870504516,128.710307267
317,12303,아니오,아니오,동화해오름타운,동화해오름타운,개별난방,아니오,예,경산안전팀,2003-05-21,2006.0, 5 월,동구 동호로 89 (신서동 538-1),963-6771,604,8.0,사용,등록,대구광역시 동구 동호로 89,35.866726902,128.72638742
318,12304,아니오,아니오,영조아름다운나날1단지,동호아름다운나날1(영조),개별난방,아니오,예,경산안전팀,2003-09-02,2006.0, 9 월,동구 안심로 402 (신서동 543),961-7735,782,13.0,사용,등록,대구광역시 동구 안심로 402,35.867724554,128.72887603
319,12390,예,아니오,상록아파트,,개별난방,아니오,예,,,,,동구 동호로 47 (동호동 362),963-6733,711,8.0,사용,등록,대구광역시 동구 동호로 47,35.865571124,128.722953553
320,12391,예,아니오,상록아이투빌아파트,,개별난방,아니오,예,,,,,동구 동호로 47 (동호동 362),961-5569,357,3.0,사용,등록,대구광역시 동구 동호로 47,35.865571124,128.722953553
321,12401,예,아니오,성호빌라트,,개별난방,아니오,예,,,,,동구 율하동로26길 72 (서호동 90-1),,,,사용,등록,대구광역시 동구 율하동로26길 72,35.869474529,128.710194921
322,12402,예,아니오,팔공스카이빌,,개별난방,아니오,예,,,,,동구 안심로41길 46 (서호동 74-4),,,,사용,등록,대구광역시 동구 안심로41길 46,35.870235739,128.708857796
323,12501,아니오,아니오,우방백자아파트,용계우방백자,개별난방,아니오,예,경산안전팀,1989-05-16,2005.0, 5 월,동구 동촌로 346 (용계동 422),984-0554,288,7.0,사용,등록,대구광역시 동구 동촌로 346,35.877333757,128.676273755
324,12502,아니오,아니오,은하아파트,용계제림은하,개별난방,아니오,예,경산안전팀,1990-12-12,2006.0,12 월,동구 화랑로91길 8 (용계동 437-2),983-8271,118,2.0,사용,등록,대구광역시 동구 화랑로91길 8,35.876432776,128.674733646
325,12503,아니오,아니오,용계보라아파트,용계보라맨션,개별난방,아니오,예,경산안전팀,1997-07-21,2006.0, 7 월,동구 반야월로 26 (용계동 755-138),964-6663,,,사용,등록,대구광역시 동구 반야월로 26,35.87363686,128.691488963
326,12504,아니오,아니오,무지개타운,해동무지개빌라1차,개별난방,아니오,예,경산안전팀,1998-11-17,2004.0,11 월,동구 반야월로1길 7 (용계동 702-31),,11,2.0,사용,등록,대구광역시 동구 반야월로1길 7,35.874608969,128.688973424
327,12505,예,아니오,용계광성무지개,,개별난방,아니오,예,,,,,동구 용계동 702,,8,1.0,사용,미등록,대구광역시 동구 용계동 702,,
328,12506,아니오,아니오,용계삼산타운,용계삼주(삼산),개별난방,아니오,예,경산안전팀,1998-11-23,2004.0,11 월,동구 반야월로6길 20 (용계동 728-1),964-0340,138,2.0,사용,등록,대구광역시 동구 반야월로6길 20,35.873733938,128.692829728
329,12507,예,아니오,무지개빌라,,개별난방,아니오,예,,,,,동구 반야월로1길 5 (용계동 702-32),,15,2.0,사용,등록,대구광역시 동구 반야월로1길 5,35.87460184,128.689132522
330,12508,아니오,아니오,강변동서마을,용계강변동서,개별난방,아니오,예,경산안전팀,1999-08-10,2005.0, 8 월,동구 화랑로100길 17 (용계동 467-1),963-4754,647,9.0,사용,등록,대구광역시 동구 화랑로100길 17,35.874031566,128.678576125
331,12509,예,아니오,예원하이츠,,개별난방,아니오,예,,,,,동구 반야월로 55 (용계동 152-4),,,,사용,등록,대구광역시 동구 반야월로 55,35.873969261,128.694712447
332,12901,아니오,아니오,각산성지비둘기아파트,각산성지비둘기,개별난방,아니오,예,경산안전팀,1992-06-09,2004.0, 6 월,동구 반야월북로 153 (각산동 389-12),964-3435,90,2.0,사용,등록,대구광역시 동구 반야월북로 153,35.87364603,128.714540428
333,12902,아니오,아니오,성지각산아파트,각산성지,개별난방,아니오,예,경산안전팀,1989-10-27,2005.0,10 월,동구 반야월북로 155 (각산동 389-2),961-2681,299,7.0,사용,등록,대구광역시 동구 반야월북로 155,35.873514324,128.715270863
334,12903,아니오,아니오,안심효성타운,각산안심효성타운,개별난방,아니오,예,경산안전팀,1995-06-29,2004.0, 6 월,동구 경안로 809 (각산동 383-1),963-9395,392,4.0,사용,등록,대구광역시 동구 경안로 809,35.873879317,128.713089567
335,12904,아니오,아니오,금강진우타운,각산금강진우타운,개별난방,아니오,예,경산안전팀,1995-12-21,2004.0,12 월,동구 반야월북로 175 (각산동 404-1),963-0348,140,3.0,사용,등록,대구광역시 동구 반야월북로 175,35.873120556,128.717104994
336,12905,아니오,아니오,영도행복한마을,각산영도아파트(한마을),개별난방,아니오,예,경산안전팀,2003-03-12,2006.0, 3 월,동구 경안로 810 (각산동 394),963-1092,90,2.0,사용,등록,대구광역시 동구 경안로 810,35.874842132,128.715280726
337,13001,아니오,아니오,신서녹원맨션,신서녹원(갑을사원),개별난방,아니오,예,경산안전팀,1992-01-24,2004.0, 1 월,동구 반야월북로 269 (신서동 809-1),962-6446,270,5.0,사용,등록,대구광역시 동구 반야월북로 269,35.873014903,128.727766682
338,13002,아니오,아니오,일산빌라,신서일산,개별난방,아니오,아니오,경산안전팀,1992-09-25,2004.0, 9 월,동구 안심로 411-13 (신서동 517-11),,20,1.0,사용,등록,대구광역시 동구 안심로 411-13,35.870405043,128.728795823
339,13003,아니오,아니오,신서보라맨션,신서보라,개별난방,아니오,예,경산안전팀,1993-10-20,2005.0,10 월,동구 반야월북로53길 10 (신서동 885),964-1390,99,3.0,사용,등록,대구광역시 동구 반야월북로53길 10,35.873760552,128.726934077
340,13004,아니오,아니오,남도빌라,신서남도빌라,개별난방,아니오,아니오,경산안전팀,1994-04-12,2006.0, 4 월,동구 안심로 411-11 (신서동 518-13),,,,사용,등록,대구광역시 동구 안심로 411-11,35.870407346,128.728222927
341,13005,아니오,아니오,한성빌라,신서한성빌라,개별난방,아니오,아니오,경산안전팀,1995-07-06,2004.0, 7 월,동구 안심로 411-3 (신서동 517-15),,8,1.0,사용,등록,대구광역시 동구 안심로 411-3,35.870165935,128.728939976
342,13006,아니오,아니오,신서청구타운,신서청구,개별난방,아니오,예,경산안전팀,1997-11-18,2006.0,11 월,동구 반야월북로55길 19 (신서동 881),961-2593,360,4.0,사용,등록,대구광역시 동구 반야월북로55길 19,35.874748245,128.727220023
343,13007,아니오,아니오,효성빌라,신서효성빌라,개별난방,아니오,예,경산안전팀,1998-04-06,2004.0, 4 월,동구 반야월북로59길 40 (신서동 452-3),,30,4.0,사용,등록,대구광역시 동구 반야월북로59길 40,35.873760644,128.733120042
344,13008,예,아니오,은하빌라,,개별난방,아니오,예,,,,,동구 반야월북로 269-26 (신서동 885-3),,16,2.0,사용,등록,대구광역시 동구 반야월북로 269-26,35.873425051,128.727408441
