No,공동주택,빌링전용,공급전용,공동주택명,공동주택검사명,난방방식,공동주택계약,정기검사,지사,완성검사일자,기밀시험시행년도,정기검사기준월,주소,연락처,세대수,동수,사용여부,전용면적등록구분,도로명주소,위도,경도
1,101,아니오,아니오,무궁화백화점,포정무궁화,개별난방,아니오,예,중부안전팀,1990-12-03,2006,12 월,중구 경상감영길 111 (포정동 16),255-3212,24,1,사용,등록,대구광역시 중구 경상감영길 111,35.87219804,128.5936172
2,201,아니오,아니오,대보백화점,향촌대보,개별난방,아니오,예,중부안전팀,1993-06-19,2005, 6 월,중구 경상감영길 117-7 (향촌동 63),252-8187,107,1,사용,등록,대구광역시 중구 경상감영길 117-7,35.87261038,128.593627
3,1101,아니오,아니오,태평라이프아파트,태평라이프,개별난방,아니오,예,중부안전팀,1987-09-01,2004, 9 월,중구 태평로 177 (태평로1가 1-187),423-6704,181,1,사용,등록,대구광역시 중구 태평로 177,35.87482683,128.5978801
4,1102,아니오,아니오,태평아파트,`77태평,개별난방,아니오,예,중부안전팀,1988-03-31,2005, 3 월,중구 태평로 205 (태평로1가 23-1),427-6322,117,2,사용,등록,대구광역시 중구 태평로 205,35.87428216,128.5999322
5,1103,아니오,아니오,건영아파트,태평건영,개별난방,아니오,예,중부안전팀,1997-07-29,2006, 7 월,중구 태평로 129 (태평로2가 38-4),253-1403,48,1,사용,등록,대구광역시 중구 태평로 129,35.87630812,128.5915998
6,1104,아니오,아니오,도원아파트,도원아파트,개별난방,아니오,예,중부안전팀,2001-12-11,2004,12 월,중구 태평로 56 (도원동 3-5),255-1989,113,3,사용,등록,대구광역시 중구 태평로 56,35.8768082,128.5839685
7,1105,아니오,아니오,건축자재상가아파트,건축자재상가아파트,개별난방,아니오,예,중부안전팀,2005-12-06,,12 월,중구 태평로 113 (태평로2가 38-1),,54,2,사용,등록,대구광역시 중구 태평로 113,35.87661216,128.5909433
8,2201,아니오,아니오,희도아파트,수동희도,개별난방,아니오,예,중부안전팀,1987-01-19,2004, 1 월,중구 남성로 13 (수동 101),254-6453,53,1,사용,등록,대구광역시 중구 남성로 13,35.86897423,128.588792
9,2401,예,아니오,황궁아파트,,개별난방,아니오,예,,,,,중구 중앙대로81길 51 (장관동 10-1),,24,1,사용,등록,대구광역시 중구 중앙대로81길 51,35.86947317,128.5908951
10,3101,아니오,아니오,동산아파트,동산주공,개별난방,아니오,예,중부안전팀,1986-11-10,2004,11 월,중구 달구벌대로 2035 (동산동 357),252-9183,152,1,사용,등록,대구광역시 중구 달구벌대로 2035,35.86707862,128.5860498
11,3201,아니오,아니오,춘전맨션아파트,대신춘전,개별난방,아니오,예,중부안전팀,1991-12-16,2006,12 월,중구 큰장로 102 (대신동 1021),254-5682,48,1,사용,등록,대구광역시 중구 큰장로 102,35.86775799,128.5775164
12,3202,아니오,아니오,광명아파트,대신광명,개별난방,아니오,예,중부안전팀,1992-04-22,2004, 4 월,중구 큰장로 74 (대신동 1535),252-1391,127,3,사용,등록,대구광역시 중구 큰장로 74,35.86602919,128.5752906
13,3203,아니오,아니오,협화아파트,대신협화,개별난방,아니오,예,중부안전팀,1993-01-27,2005, 1 월,중구 달구벌대로389길 70 (대신동 1510),254-5405,29,1,사용,등록,대구광역시 중구 달구벌대로389길 70,35.86628752,128.5758469
14,3204,아니오,아니오,동서타운,대신동서,개별난방,아니오,예,중부안전팀,1998-06-10,2004, 6 월,중구 달구벌대로 1937 (대신동 1450),257-3036,143,4,사용,등록,대구광역시 중구 달구벌대로 1937,35.86425773,128.5750004
15,3205,아니오,아니오,태왕아너스스카이아파트,대신동태왕아너스스카이아파트,개별난방,아니오,예,중부안전팀,2006-10-04,,10 월,중구 달구벌대로 1975 (대신동 305-1),424-0532,492,6,사용,등록,대구광역시 중구 달구벌대로 1975,35.86450848,128.5797658
16,3301,예,아니오,서성로훼미리타운,,개별난방,아니오,예,,,,,중구 서성로15길 10 (서성로1가 19),,19,1,사용,등록,대구광역시 중구 서성로15길 10,35.8733045,128.5870324
17,3701,예,아니오,경진테크빌아파트,,개별난방,아니오,예,,,,,중구 서성로 88-5 (수창동 40-11),252-7842,19,1,사용,등록,대구광역시 중구 서성로 88-5,35.87475173,128.5882146
18,3801,아니오,아니오,금오맨션아파트,달성금오,개별난방,아니오,예,중부안전팀,1989-04-14,2005, 4 월,중구 원대로 11 (달성동 118-3),556-1223,86,1,사용,등록,대구광역시 중구 원대로 11,35.8785115,128.5802097
19,4001,예,아니오,시티타운아파트,,개별난방,아니오,예,,,,,중구 이천로 222-6 (봉산동 168-71),422-6664,18,1,사용,등록,대구광역시 중구 이천로 222-6,35.86077762,128.5995803
20,4002,아니오,아니오,봉산뜨란채아파트,봉산지구주공아파트(뜨란채),개별난방,아니오,예,중부안전팀,2006-07-04,, 7 월,중구 봉산문화길 69 (봉산동 110),423-9101,295,3,사용,등록,대구광역시 중구 봉산문화길 69,35.86267229,128.5972597
21,4102,아니오,아니오,아진맨션아파트,삼덕아진,개별난방,아니오,예,중부안전팀,1992-06-17,2004, 6 월,중구 동덕로 109 (삼덕동2가 208-4),423-2905,27,1,사용,등록,대구광역시 중구 동덕로 109,35.86451364,128.6026228
22,4103,예,아니오,홍길아파트,,개별난방,아니오,예,,,,,중구 공평로10길 30-74 (삼덕동2가 29-57),,16,1,사용,등록,대구광역시 중구 공평로10길 30-74,35.86687868,128.6030639
23,4104,예,아니오,삼덕하이츠,,개별난방,아니오,예,,,,,중구 달구벌대로443길 13 (삼덕동2가 284-1),,23,1,사용,미등록,대구광역시 중구 달구벌대로443길 13,35.86353876,128.6050409
24,4105,예,아니오,나누리아파트,,개별난방,아니오,예,,,,,중구 공평로4길 23-10 (삼덕동2가 149-59),,12,1,사용,등록,대구광역시 중구 공평로4길 23-10,35.86570666,128.6014504
25,4106,아니오,아니오,움비어스오피스텔,움비어스오피스텔,개별난방,아니오,예,중부안전팀,2003-01-21,2006, 1 월,중구 동덕로30길 94 (삼덕동3가 121),253-6203,55,1,사용,등록,대구광역시 중구 동덕로30길 94,35.86604553,128.608865
26,4107,아니오,아니오,삼덕아이파크아파트,삼덕아이파크아파트,개별난방,아니오,예,중부안전팀,2003-06-05,2006, 6 월,중구 공평로10길 60 (삼덕동2가 29-1),252-1369,40,1,사용,등록,대구광역시 중구 공평로10길 60,35.86729102,128.6031433
27,4108,예,아니오,삼덕드림타운,,개별난방,아니오,예,,,,,중구 공평로4길 24-14 (삼덕동2가 149-51),,16,1,사용,등록,대구광역시 중구 공평로4길 24-14,35.86467532,128.6009059
28,4109,예,아니오,삼덕인베스트아파트,,개별난방,아니오,예,,,,,중구 공평로4길 37-10 (삼덕동2가 149-120),,14,1,사용,등록,대구광역시 중구 공평로4길 37-10,35.8655415,128.6022474
29,4110,아니오,아니오,클래식명가,삼덕클래식명가,개별난방,아니오,예,중부안전팀,2004-11-26,,11 월,중구 공평로 26-15 (삼덕동2가 139-12),422-1421,58,1,사용,등록,대구광역시 중구 공평로 26-15,35.86637989,128.6007947
30,4201,아니오,아니오,78태평아파트,`78동인태평,개별난방,아니오,예,중부안전팀,1989-07-21,2005, 7 월,중구 태평로 225 (동인동1가 116),427-7241,119,2,사용,등록,대구광역시 중구 태평로 225,35.87410501,128.6022837
31,4202,아니오,아니오,동부상가아파트,동인동부상가,개별난방,아니오,예,중부안전팀,1992-01-10,2004, 1 월,중구 국채보상로 749 (동인동4가 470-2),,66,2,사용,등록,대구광역시 중구 국채보상로 749,35.86860491,128.6126525
32,4203,아니오,아니오,금호아파트,동인금호,개별난방,아니오,예,중부안전팀,1992-12-29,2004,12 월,중구 국채보상로151길 9 (동인동4가 452-1),423-7125,,,사용,등록,대구광역시 중구 국채보상로151길 9,35.86907093,128.6120564
33,4204,아니오,아니오,협화동인빌라아파트,동인협화,개별난방,아니오,예,중부안전팀,1992-10-20,2004,10 월,중구 국채보상로143길 74-15 (동인동3가 341-2),427-9612,18,1,사용,등록,대구광역시 중구 국채보상로143길 74-15,35.87222137,128.6098051
34,4205,아니오,아니오,시티타운,동인시영,개별난방,아니오,예,중부안전팀,1997-05-27,2006, 5 월,중구 국채보상로131길 55 (동인동1가 33-1),424-7416,204,1,사용,등록,대구광역시 중구 국채보상로131길 55,35.87273183,128.6020739
35,4206,아니오,아니오,동인고려,동인고려맨션,개별난방,아니오,예,중부안전팀,1997-09-09,2006, 9 월,중구 동덕로38길 62 (동인동3가 48),,35,1,사용,미등록,대구광역시 중구 동덕로38길 62,35.87093601,128.6080033
36,4207,아니오,아니오,동인맨션아파트,동인맨션,개별난방,아니오,예,중부안전팀,1997-10-17,2006,10 월,중구 동덕로40길 77 (동인동3가 279-1),426-2383,44,1,사용,등록,대구광역시 중구 동덕로40길 77,35.87162183,128.6093357
37,4208,아니오,아니오,삼익맨션아파트,동인삼익맨션,개별난방,아니오,예,중부안전팀,1997-10-16,2006,10 월,중구 동덕로38길 100 (동인동3가 192),427-2801,80,4,사용,등록,대구광역시 중구 동덕로38길 100,35.87055924,128.6104889
38,4210,아니오,아니오,동남맨션,동남맨션,개별난방,아니오,예,중부안전팀,1998-08-21,2004, 8 월,중구 국채보상로143길 74 (동인동3가 343),,28,1,사용,등록,대구광역시 중구 국채보상로143길 74,35.87233565,128.6093577
39,4211,예,아니오,동인대흥아트타운,,개별난방,아니오,예,,,,,중구 국채보상로131길 60 (동인동1가 217),425-8945,18,1,사용,등록,대구광역시 중구 국채보상로131길 60,35.87239154,128.6027446
40,4302,아니오,아니오,대봉청호,대봉청호,개별난방,아니오,예,중부안전팀,1985-12-17,2004,12 월,중구 명륜로 166 (대봉동 55-159),422-9103,16,2,사용,미등록,대구광역시 중구 명륜로 166,35.86017003,128.6024527
41,4303,아니오,아니오,대봉삼익,대봉삼익,개별난방,아니오,예,중부안전팀,1986-02-11,2004, 2 월,중구 명륜로 172 (대봉동 44-4),424-1291,72,1,사용,미등록,대구광역시 중구 명륜로 172,35.86035769,128.6031343
42,4304,아니오,아니오,한양가든아파트,대봉한양가든(테라스),개별난방,아니오,예,중부안전팀,1986-07-01,2004, 7 월,중구 명륜로 173 (대봉동 24-37),425-9256,19,1,사용,등록,대구광역시 중구 명륜로 173,35.86096321,128.6031295
43,4305,아니오,아니오,광명맨션,대봉광명,개별난방,아니오,예,중부안전팀,1986-03-15,2004, 3 월,중구 대봉로43길 22 (대봉동 94-15),424-2585,24,1,사용,미등록,대구광역시 중구 대봉로43길 22,35.85752533,128.6004526
44,4306,아니오,아니오,송정맨션아파트,대봉송정,개별난방,아니오,예,중부안전팀,1986-10-29,2004,10 월,중구 명륜로 165 (대봉동 55-172),428-0040,16,1,사용,등록,대구광역시 중구 명륜로 165,35.86082944,128.6024456
45,4307,아니오,아니오,청운맨션아파트,대봉청운,열병합(Co-gen),아니오,예,중부안전팀,1986-11-14,2004,11 월,중구 동덕로 33 (대봉동 111-1),423-3227,670,7,사용,등록,대구광역시 중구 동덕로 33,35.85906635,128.6039612
46,4308,아니오,아니오,청구맨션아파트,대봉청구,개별난방,아니오,예,중부안전팀,1986-12-08,2004,12 월,중구 대봉로 254 (대봉동 55-3),426-9431,183,2,사용,등록,대구광역시 중구 대봉로 254,35.86123258,128.602219
47,4309,아니오,아니오,대봉맨션아파트,대봉맨션A동,개별난방,아니오,예,중부안전팀,1991-10-15,2006,10 월,중구 명륜로 161 (대봉동 55-146),422-7897,46,1,사용,등록,대구광역시 중구 명륜로 161,35.86077084,128.6018457
48,4310,아니오,아니오,수도빌라,대봉수도빌라,개별난방,아니오,예,중부안전팀,1992-02-12,2004, 2 월,중구 명륜로26길 69 (대봉동 734-23),,16,1,사용,등록,대구광역시 중구 명륜로26길 69,35.85684869,128.5973818
49,4311,아니오,아니오,대봉맨션아파트,대봉맨션B동,개별난방,아니오,예,중부안전팀,1994-06-21,2006, 6 월,중구 명륜로 155 (대봉동 55-149),422-7897,38,1,사용,등록,대구광역시 중구 명륜로 155,35.86068075,128.6011636
50,4312,아니오,아니오,대봉화성그린빌아파트,대봉그린빌,개별난방,아니오,예,중부안전팀,1996-01-27,2005, 1 월,중구 대봉로 226 (대봉동 44-59),426-8466,19,1,사용,등록,대구광역시 중구 대봉로 226,35.85883643,128.6018153
51,4313,아니오,아니오,청운아트빌,대봉청운아트빌,개별난방,아니오,아니오,중부안전팀,2000-11-30,,11 월,중구 대봉로 220-41 (대봉동 44-13),,15,1,사용,등록,대구광역시 중구 대봉로 220-41,35.85873175,128.6024413
52,4314,아니오,아니오,대봉화성파크드림아파트,대봉화성파크드림,개별난방,아니오,예,중부안전팀,2006-05-04,, 5 월,중구 명덕로55길 25 (대봉동 152-24),431-3222,281,3,사용,등록,대구광역시 중구 명덕로55길 25,35.85679599,128.5995415
53,4401,아니오,아니오,대명거송빌라,대명거송빌라,개별난방,아니오,예,중부안전팀,1991-12-16,2006,12 월,남구 현충로25길 26-10 (대명동 1716-22),,10,2,사용,등록,대구광역시 남구 현충로25길 26-10,35.84461917,128.5785088
54,4402,아니오,아니오,까치아파트,남산까치(재개발),개별난방,아니오,예,중부안전팀,1992-06-04,2004, 6 월,중구 남산로7길 80 (남산동 2482-1),256-1360,435,2,사용,등록,대구광역시 중구 남산로7길 80,35.85955611,128.5798116
55,4403,아니오,아니오,보성송림아파트,보성송림아파트,개별난방,아니오,예,중부안전팀,1992-10-20,2004,10 월,중구 남산로4길 91 (남산동 2434),251-8062,317,3,사용,등록,대구광역시 중구 남산로4길 91,35.86107747,128.5854155
56,4404,아니오,아니오,보성황실아파트,남산보성황실,개별난방,아니오,예,중부안전팀,1993-02-17,2005, 2 월,중구 남산로13길 17 (남산동 2466-1),254-4759,"1,058",8,사용,등록,대구광역시 중구 남산로13길 17,35.86153418,128.5809596
57,4405,아니오,아니오,수도맨션아파트,남산수도맨션,개별난방,아니오,예,중부안전팀,1997-01-31,2006, 1 월,중구 명덕로 221 (남산동 2104-3),,,,사용,등록,대구광역시 중구 명덕로 221,35.85685137,128.594434
58,4406,아니오,아니오,남산솔라맨션,남산솔라맨션,개별난방,아니오,예,중부안전팀,1998-09-22,2004, 9 월,중구 재마루길 77 (남산동 130-2),252-7220,48,1,사용,미등록,대구광역시 중구 재마루길 77,35.86336851,128.5840587
59,4407,아니오,아니오,심미한마음아파트,남산동한마음아파트(심미에셈빌),개별난방,아니오,예,중부안전팀,2002-12-27,2005,12 월,중구 남산로13길 70 (남산동 2483-1),256-3181,76,1,사용,등록,대구광역시 중구 남산로13길 70,35.86093613,128.5789429
60,4408,아니오,아니오,남산그린타운,남산그린타운,개별난방,아니오,예,중부안전팀,2005-03-17,, 3 월,중구 달구벌대로 1950 (남산동 2937-1),255-8998,804,8,사용,등록,대구광역시 중구 달구벌대로 1950,35.86201936,128.5766549
61,4409,예,아니오,남산모던아파트,,개별난방,아니오,예,,,,,중구 남산로7길 77 (남산동 2482-255),,12,1,사용,등록,대구광역시 중구 남산로7길 77,35.86000503,128.5789956
62,10101,아니오,아니오,보성아파트,신암보성,개별난방,아니오,예,중부안전팀,1985-11-22,2004,11 월,동구 큰고개로 23 (신암동 622),952-9977,545,9,사용,등록,대구광역시 동구 큰고개로 23,35.88644343,128.6247709
63,10102,아니오,아니오,동서타운,신암동서,개별난방,아니오,예,경산안전팀,1986-09-10,2004, 9 월,동구 아양로39길 16 (신암동 20),955-4982,220,4,사용,등록,대구광역시 동구 아양로39길 16,35.88702805,128.6357303
64,10103,아니오,아니오,동서청기와,신암동서청기와,개별난방,아니오,예,경산안전팀,1988-11-09,2005,11 월,동구 아양로49길 20 (신암동 1525),954-1133,330,7,사용,등록,대구광역시 동구 아양로49길 20,35.88749014,128.6389537
65,10104,아니오,아니오,보성2차신암타운,신암보성2차,개별난방,아니오,예,경산안전팀,1988-11-05,2005,11 월,동구 아양로49길 77 (신암동 67),955-6208,495,10,사용,등록,대구광역시 동구 아양로49길 77,35.89136561,128.6329307
66,10105,아니오,아니오,동서타운,신암동서2차,개별난방,아니오,예,경산안전팀,1988-10-08,2005,10 월,동구 아양로39길 20 (신암동 31),955-4982,129,2,사용,등록,대구광역시 동구 아양로39길 20,35.88761748,128.6350343
67,10106,아니오,아니오,신암경대,신암경대,개별난방,아니오,예,중부안전팀,1989-12-05,2005,12 월,동구 경대로 88 (신암동 666-10),,50,1,사용,미등록,대구광역시 동구 경대로 88,35.88841618,128.6169998
68,10107,아니오,아니오,동원맨션,신암동원,개별난방,아니오,예,중부안전팀,1992-03-05,2004, 3 월,동구 신암남로23길 17 (신암동 258-1),955-9168,,,사용,등록,대구광역시 동구 신암남로23길 17,35.88200422,128.6275438
69,10108,아니오,아니오,동림맨션,신암동림,개별난방,아니오,예,중부안전팀,1992-05-08,2004, 5 월,동구 신암남로23길 13 (신암동 258-16),958-2303,,,사용,등록,대구광역시 동구 신암남로23길 13,35.8816833,128.6277215
70,10109,아니오,아니오,고려아파트,신암고려,개별난방,아니오,예,중부안전팀,1992-11-16,2004,11 월,동구 신암남로23길 30 (신암동 283-5),941-6044,39,1,사용,등록,대구광역시 동구 신암남로23길 30,35.88318059,128.6282054
71,10110,아니오,아니오,강남아파트,신암강남(재개발),개별난방,아니오,예,중부안전팀,1992-06-24,2004, 6 월,동구 신성로 60 (신암동 483-3),943-7850,629,5,사용,등록,대구광역시 동구 신성로 60,35.88011811,128.6132955
72,10111,아니오,아니오,동방맨션,신암동방,개별난방,아니오,예,중부안전팀,1993-02-03,2005, 2 월,동구 아양로22길 43 (신암동 258-17),953-9432,,,사용,등록,대구광역시 동구 아양로22길 43,35.88139208,128.6278062
73,10112,아니오,아니오,신암제일,신암제일,개별난방,아니오,예,중부안전팀,1994-07-13,2006, 7 월,동구 동대구로 596 (신암동 246-3),941-8612,48,2,사용,미등록,대구광역시 동구 동대구로 596,35.88280688,128.625313
74,10113,아니오,아니오,양지아파트,신암양지,개별난방,아니오,예,중부안전팀,1994-08-26,2006, 8 월,동구 신암로12길 7 (신암동 1298-36),958-2838,30,1,사용,등록,대구광역시 동구 신암로12길 7,35.87679695,128.6076132
75,10114,아니오,아니오,신암동대구,신암동대구맨션,개별난방,아니오,예,중부안전팀,1998-10-22,2004,10 월,동구 동대구로 588 (신암동 245-1),958-4625,,,사용,미등록,대구광역시 동구 동대구로 588,35.88241016,128.6253532
76,10115,아니오,아니오,진로이스트타운,신암진로2차,개별난방,아니오,예,경산안전팀,1998-10-29,2004,10 월,동구 동북로 460 (신암동 373-1),944-0658,178,3,사용,등록,대구광역시 동구 동북로 460,35.88258612,128.6355777
77,10116,아니오,아니오,거북아파트,신암거북맨션,개별난방,아니오,예,중부안전팀,1999-11-29,2005,11 월,동구 아양로15길 26 (신암동 612-8),941-0268,48,1,사용,등록,대구광역시 동구 아양로15길 26,35.88445948,128.6231178
78,10117,아니오,아니오,신암청운,신암청운,개별난방,아니오,아니오,중부안전팀,2000-08-07,, 8 월,동구 신암북로7길 60 (신암동 667-22),,17,1,사용,미등록,대구광역시 동구 신암북로7길 60,35.88935084,128.6187968
79,10118,아니오,아니오,금오아파트,신암금오,개별난방,아니오,예,중부안전팀,2000-10-02,2006,10 월,동구 신암북로11길 6 (신암동 676-1),,33,1,사용,등록,대구광역시 동구 신암북로11길 6,35.88767838,128.6225975
80,10119,아니오,아니오,밀레니엄아파트,신암밀레니엄,개별난방,아니오,예,중부안전팀,2000-12-08,2006,12 월,동구 신암북로7길 59 (신암동 657-186),,17,1,사용,등록,대구광역시 동구 신암북로7길 59,35.88917782,128.6185659
81,10120,아니오,아니오,이스트캐슬,신암주상복합(이스트캐슬),개별난방,아니오,아니오,경산안전팀,2001-01-16,2004, 1 월,동구 신암남로28길 45 (신암동 346-1),,,,사용,등록,대구광역시 동구 신암남로28길 45,35.8832595,128.6320391
82,10121,아니오,아니오,신암유한아파트,신암유한아파트,개별난방,아니오,예,중부안전팀,2001-09-13,2004, 9 월,동구 큰고개로 60 (신암동 677-7),,40,1,사용,미등록,대구광역시 동구 큰고개로 60,35.88988704,128.6247165
83,10122,아니오,아니오,오베이스아파트,신암오베이스,개별난방,아니오,예,경산안전팀,2001-12-28,2004,12 월,동구 동북로 440 (신암동 364-8),,,,사용,등록,대구광역시 동구 동북로 440,35.88392079,128.6340522
84,10123,예,아니오,청우골든맨션,,개별난방,아니오,예,,,,,동구 신암남로23길 67 (신암동 290-5),,,,사용,등록,대구광역시 동구 신암남로23길 67,35.88494394,128.6309009
85,10124,예,아니오,삼성플러스빌,,개별난방,아니오,예,,,,,동구 신암남로23길 65 (신암동 290-10),,,,사용,등록,대구광역시 동구 신암남로23길 65,35.88497313,128.6306889
86,10125,예,아니오,이스트타운,,개별난방,아니오,예,,,,,동구 아양로 160 (신암동 288-11),,19,1,사용,등록,대구광역시 동구 아양로 160,35.88521947,128.6306478
87,10126,예,아니오,신신아파트,,개별난방,아니오,예,,,,,동구 아양로10길 9 (신암동 215-7),,23,1,사용,등록,대구광역시 동구 아양로10길 9,35.88146373,128.6205832
88,10127,예,아니오,청산드림뷰1차,,개별난방,아니오,예,,,,,동구 신암남로23길 51 (신암동 250-6),,,,사용,등록,대구광역시 동구 신암남로23길 51,35.88505015,128.6289587
89,10128,예,아니오,그랜드파크,,개별난방,아니오,예,,,,,동구 아양로14길 4 (신암동 217-1),,19,1,사용,등록,대구광역시 동구 아양로14길 4,35.88231776,128.6221937
90,10129,예,아니오,길원탑아파트,,개별난방,아니오,예,,,,,동구 신암남로28길 40 (신암동 355-4),,,,사용,등록,대구광역시 동구 신암남로28길 40,35.88287803,128.6322718
91,10130,예,아니오,청운빌리지,,개별난방,아니오,예,,,,,동구 신암남로23길 26-8 (신암동 282-10),,,,사용,등록,대구광역시 동구 신암남로23길 26-8,35.88241807,128.6284382
92,10131,아니오,아니오,부림아파트,부림아파트,개별난방,아니오,예,중부안전팀,2003-02-19,2006, 2 월,동구 아양로34길 24 (신암동 327-2),958-7630,,,사용,등록,대구광역시 동구 아양로34길 24,35.88368399,128.6301675
93,10132,예,아니오,신암파크타운,,개별난방,아니오,예,,,,,동구 큰고개로 54 (신암동 679-1),,18,1,사용,미등록,대구광역시 동구 큰고개로 54,35.88943137,128.6247245
94,10133,아니오,아니오,로얄이스트2차,신암동로얄이스트(2차),개별난방,아니오,예,경산안전팀,2003-03-24,2006, 3 월,동구 신암남로30길 46-1 (신암동 361-1),,18,1,사용,등록,대구광역시 동구 신암남로30길 46-1,35.88316507,128.6335339
95,10134,예,아니오,삼승월드타워빌,,개별난방,아니오,예,,,,,동구 아양로 146 (신암동 250-4),,,,사용,등록,대구광역시 동구 아양로 146,35.88512136,128.6288838
96,10135,예,아니오,미도아트캐슬,,개별난방,아니오,예,,,,,동구 아양로34길 53 (신암동 276-3),,,,사용,등록,대구광역시 동구 아양로34길 53,35.8813179,128.6286151
97,10136,예,아니오,청산드림뷰2차,,개별난방,아니오,예,,,,,동구 신암남로23길 63-1 (신암동 290-11),,,,사용,등록,대구광역시 동구 신암남로23길 63-1,35.88496569,128.6304957
98,10137,예,아니오,현대신암타운,,개별난방,아니오,예,,,,,동구 신암남로24길 17 (신암동 350-1),,,,사용,등록,대구광역시 동구 신암남로24길 17,35.88099423,128.6301304
99,10138,아니오,아니오,신암그린타운,신암그린타운아파트,개별난방,아니오,예,중부안전팀,2003-07-08,2006, 7 월,동구 신성로 30 (신암동 461-1),953-6611,400,4,사용,등록,대구광역시 동구 신성로 30,35.87849427,128.6117536
100,10139,예,아니오,해성칸타빌,,개별난방,아니오,예,,,,,동구 신암남로23길 49-5 (신암동 250-22),,,,사용,등록,대구광역시 동구 신암남로23길 49-5,35.88495089,128.6280077
101,10140,아니오,아니오,우남아파트,우남아파트,개별난방,아니오,예,중부안전팀,2003-09-23,2006, 9 월,동구 아양로 20 (신암동 165-20),,37,1,사용,등록,대구광역시 동구 아양로 20,35.88118795,128.6164985
102,10141,예,아니오,드림팔레스,,개별난방,아니오,예,,,,,동구 신암남로28길 80-8 (신암동 362-3),,,,사용,등록,대구광역시 동구 신암남로28길 80-8,35.88376937,128.6333874
103,10142,예,아니오,청솔그린타운,,개별난방,아니오,예,,,,,동구 신암남로28길 65 (신암동 346-7),,,,사용,등록,대구광역시 동구 신암남로28길 65,35.88403984,128.6326608
104,10143,아니오,아니오,진산신암그랜드타운,진산복합상가아파트,개별난방,아니오,예,중부안전팀,2004-03-18,, 3 월,동구 신암남로 179 (신암동 342-1),951-8541,44,1,사용,등록,대구광역시 동구 신암남로 179,35.88509431,128.632211
105,10144,예,아니오,고려그린아파트,,개별난방,아니오,아니오,경산안전팀,1992-11-16,,11 월,동구 신암남로23길 26 (신암동 283-10),,,,사용,등록,대구광역시 동구 신암남로23길 26,35.88282661,128.6280454
106,10145,예,아니오,마이홈빌,,개별난방,아니오,예,,,,,동구 아양로 165 (신암동 161-1),,18,1,사용,등록,대구광역시 동구 아양로 165,35.8859272,128.6311054
107,10146,예,아니오,우남아파트,,개별난방,아니오,예,,,,,동구 아양로 171 (신암동 163-1),,31,1,사용,등록,대구광역시 동구 아양로 171,35.88577115,128.6317499
108,10147,예,아니오,삼승인터타워빌,,개별난방,아니오,예,,,,,동구 신암남로 69 (신암동 233-16),,20,1,사용,등록,대구광역시 동구 신암남로 69,35.87960087,128.6234809
109,10148,예,아니오,큰고개상가아파트,,개별난방,아니오,예,,,,,동구 신암북로 101 (신암동 681-6),,36,1,사용,등록,대구광역시 동구 신암북로 101,35.88862441,128.6264299
110,10149,아니오,아니오,신암뜨란채,신암지구주공아파트(뜨란채),개별난방,아니오,예,중부안전팀,2005-08-26,, 8 월,동구 아양로7길 12 (신암동 766),958-8900,828,10,사용,등록,대구광역시 동구 아양로7길 12,35.88260926,128.6172653
111,10150,아니오,아니오,73신암아파트,"신암동73시영아파트(3,5,6동)",개별난방,아니오,예,중부안전팀,2005-06-29,, 6 월,동구 신암남로 10 (신암동 193-1),959-6688,131,3,사용,등록,대구광역시 동구 신암남로 10,35.87726792,128.617658
112,10151,아니오,아니오,신암건영캐스빌,건영캐스빌아파트,개별난방,아니오,예,중부안전팀,2005-10-07,,10 월,동구 신암남로 50 (신암동 194-1),,748,11,사용,등록,대구광역시 동구 신암남로 50,35.8778607,128.6206914
113,10152,아니오,아니오,반도아파트,신암반도아파트,개별난방,아니오,예,중부안전팀,2005-10-24,,10 월,동구 신암북로 77 (신암동 676-11),,40,1,사용,등록,대구광역시 동구 신암북로 77,35.88798287,128.6238067
114,10153,아니오,아니오,삼아아파트,삼아아파트,개별난방,아니오,예,중부안전팀,2005-11-14,,11 월,동구 아양로9길 10 (신암동 597-1),,33,2,사용,등록,대구광역시 동구 아양로9길 10,35.88300449,128.6192589
115,10154,예,아니오,신흥아파트,,개별난방,아니오,예,,,,,동구 신암로 132 (신암동 484-3),,23,1,사용,등록,대구광역시 동구 신암로 132,35.88082123,128.6137214
116,10155,아니오,아니오,에스디아이프라임,큰고개대백아이프라임,개별난방,아니오,예,중부안전팀,2006-05-17,, 5 월,동구 아양로24길 13 (신암동 251-1),956-7171,231,2,사용,등록,대구광역시 동구 아양로24길 13,35.8841528,128.6276969
117,10201,아니오,아니오,신천백합,신천백합,개별난방,아니오,예,경산안전팀,1987-01-27,2004, 1 월,동구 국채보상로 889 (신천동 301-2),754-1331,124,1,사용,등록,대구광역시 동구 국채보상로 889,35.86722945,128.6275852
118,10202,아니오,아니오,신천코오롱,신천코오롱,개별난방,아니오,예,경산안전팀,1988-08-31,2005, 8 월,동구 화랑로3길 22 (신천동 360),753-5785,186,6,사용,미등록,대구광역시 동구 화랑로3길 22,35.87023432,128.6307117
119,10203,아니오,아니오,코스모스아파트,신천코스모스,개별난방,아니오,예,경산안전팀,1988-08-26,2005, 8 월,동구 화랑로11길 26 (신천동 499-1),751-7245,185,5,사용,등록,대구광역시 동구 화랑로11길 26,35.87279681,128.6310422
