시도,시군구,읍면,동리,단지코드,단지명,단지분류,법정동주소,도로명주소,사용승인일,동수,세대수,난방방식,난방연료,난방공급업체,고시지역명,고시지역여부,위도,경도
대구광역시,남구,,봉덕동,A10025337,봉덕화성파크드림 아파트,아파트,대구광역시 남구 봉덕동 1639 봉덕화성파크드림 아파트,대구광역시 남구 대봉로14길 30,20190821,3,332,개별난방,도시가스,대성에너지,,False,35.842854006,128.605323094
대구광역시,남구,,봉덕동,A70576902,앞산보성타운,아파트,대구광역시 남구 봉덕동 1329 앞산보성타운,대구광역시 남구 삼정2길 99,19840625,8,360,개별난방,도시가스,대성에너지,,False,35.835166806,128.595666277
대구광역시,남구,,봉덕동,A10024585,앞산봉덕영무예다음아파트,아파트,대구광역시 남구 봉덕동 1650 앞산봉덕영무예다음아파트,대구광역시 남구 대봉로 12,20201028,10,622,개별난방,도시가스,대성에너지,,False,35.838397889,128.60507157
대구광역시,남구,,봉덕동,A10024350,앞산비스타동원,아파트,대구광역시 남구 봉덕동 1064-22 앞산비스타동원,대구광역시 남구 신촌길 57,20210324,5,431,개별난방,도시가스,대성에너지,,False,35.838563445,128.6026278
대구광역시,남구,,봉덕동,A10022885,앞산서한이다음,,대구광역시 남구 봉덕동 1637 앞산서한이다음,대구광역시 남구 신촌길 94,20180420,2,128,개별난방,도시가스,대성에너지,,False,35.838027102,128.604128953
대구광역시,남구,,봉덕동,A10025242,앞산태왕아너스,아파트,대구광역시 남구 봉덕동 1642 앞산태왕아너스,대구광역시 남구 효서길 53,20191011,6,493,개별난방,도시가스,대성에너지,,False,35.837641791,128.595721031
대구광역시,남구,,봉덕동,A70502201,앞산힐스테이트,아파트,대구광역시 남구 봉덕동 1630 앞산힐스테이트,대구광역시 남구 대덕로 166,20080509,4,425,개별난방,도시가스,대성에너지,,False,35.840500413,128.601514122
대구광역시,남구,,봉덕동,A70575102,효성타운,아파트,"대구광역시 남구 봉덕동 1071,대구광역시 남구 봉덕동 1141 효성타운",대구광역시 남구 효성중앙길 37,19880331,16,1162,개별난방,도시가스,대성에너지,,False,35.837696715,128.601651005
대구광역시,남구,,봉덕동,A10022601,힐스테이트앞산센트럴,아파트,대구광역시 남구 봉덕동 1607-35 힐스테이트앞산센트럴,대구광역시 남구 대덕로 162,20240430,4,345,개별난방,도시가스,대성에너지,,False,35.840192929,128.600228294
대구광역시,남구,,대명동,A70581002,개나리맨션,아파트,대구광역시 남구 대명동 1635 개나리맨션,대구광역시 남구 대명로 117,19800513,3,449,개별난방,도시가스,대성에너지,,False,35.840452711,128.569760837
대구광역시,남구,,대명동,A10026581,교대역동서프라임36.5,아파트,대구광역시 남구 대명동 3060 교대역동서프라임36.5,대구광역시 남구 이천로19길 81,20170609,4,268,개별난방,도시가스,대성에너지,,False,35.851054727,128.593776199
대구광역시,남구,,대명동,A10023721,교대역하늘채뉴센트원,아파트,대구광역시 남구 대명동 1959-27 교대역하늘채뉴센트원,대구광역시 남구 중앙대로 187,20220615,10,975,개별난방,도시가스,대성에너지,,False,35.84998795,128.587476271
대구광역시,남구,,대명동,A10021591,대명가든맨션,아파트,대구광역시 남구 대명동 58-2 대명가든맨션,대구광역시 남구 대명로 311,19831115,1,110,개별난방,도시가스,대성에너지,,False,35.84517273,128.589688185
대구광역시,남구,,대명동,A10023293,대명세광그린타운,아파트,대구광역시 남구 대명동 329-13 대명세광그린타운,대구광역시 남구 현충로26길 67,19971030,1,114,개별난방,도시가스,대성에너지,,False,35.844279149,128.58367903
대구광역시,남구,,대명동,A10023474,대명역센트럴엘리프,아파트,대구광역시 남구 대명동 3072 대명역센트럴엘리프,대구광역시 남구 대명로14길 60,20220930,12,1051,개별난방,도시가스,대성에너지,,False,35.835275259,128.563114323
대구광역시,남구,,대명동,A70503001,대명파크맨션,아파트,대구광역시 남구 대명동 1633 대명파크맨션,대구광역시 남구 대명복개로 230,19800510,4,553,개별난방,도시가스,대성에너지,,False,35.8415393,128.571166416
대구광역시,남구,,대명동,A70575301,동신점보아파트,아파트,대구광역시 남구 대명동 780-3 동신점보아파트,대구광역시 남구 대명로 177,19790821,1,202,개별난방,도시가스,대성에너지,,False,35.839425754,128.577175795
대구광역시,남구,,대명동,A70575402,동아대덕아파트,아파트,대구광역시 남구 대명동 1220-24 동아대덕아파트,대구광역시 남구 현충서길 29,19921130,1,210,개별난방,도시가스,대성에너지,,False,35.845363627,128.577906411
대구광역시,남구,,대명동,A10022243,백작맨션,,대구광역시 남구 대명동 181-1 백작맨션,대구광역시 남구 중앙대로31길 28,19881124,1,104,개별난방,도시가스,대성에너지,,False,35.84749028,128.589441604
대구광역시,남구,,대명동,A70576401,보성청록타운,아파트,대구광역시 남구 대명동 2680-17 보성청록타운,대구광역시 남구 큰골길 200,19981212,3,347,개별난방,도시가스,대성에너지,,False,35.834737928,128.585548852
대구광역시,남구,,대명동,A10025921,앞산리슈빌앤리마크1차,아파트,대구광역시 남구 대명동 3062 앞산리슈빌앤리마크1차,대구광역시 남구 안지랑로 73,20181015,8,299,개별난방,도시가스,대성에너지,,False,35.837431609,128.570744139
대구광역시,남구,,대명동,A70576501,용마맨션,아파트,대구광역시 남구 대명동 1638-5 용마맨션,대구광역시 남구 대명로 145,19790911,2,162,개별난방,도시가스,대성에너지,,False,35.839462617,128.573699798
대구광역시,남구,,대명동,A10021195,우방뉴코스모스아파트,아파트,대구광역시 남구 대명동 1210-8 우방뉴코스모스아파트,대구광역시 남구 대명로10길 6,19830608,4,185,개별난방,도시가스,대성에너지,,False,35.837676729,128.562938719
대구광역시,남구,,대명동,A70575403,정우맨션,아파트,"대구광역시 남구 대명동 629-1,대구광역시 남구 대명동 629-61 정우맨션",대구광역시 남구 현충로25길 71,19790814,7,441,개별난방,도시가스,대성에너지,,False,35.843926142,128.576517275
대구광역시,남구,,대명동,A10020975,힐스테이트대명센트럴,아파트,대구광역시 남구 대명동 221-1 힐스테이트대명센트럴,대구광역시 남구 대명로 256,20241129,4,861,개별난방,도시가스,대성에너지,,False,35.841833633,128.586593756
대구광역시,북구,,칠성동2가,A10026896,대구역 서원프레시빌,도시형 생활주택(주상복합),대구광역시 북구 칠성동2가 302-105 대구역 서원프레시빌,대구광역시 북구 칠성남로 176,20170704,1,168,개별난방,도시가스,대성에너지,,False,35.876567301,128.599495522
대구광역시,북구,,칠성동2가,A70274601,대구역 서희스타힐스,아파트,대구광역시 북구 칠성동2가 715 대구역 서희스타힐스,대구광역시 북구 칠성남로 101,20120131,13,1250,개별난방,도시가스,대성에너지,,False,35.878637581,128.591711963
대구광역시,북구,,칠성동2가,A10026649,대구역 유림노르웨이숲,아파트,대구광역시 북구 칠성동2가 736 대구역 유림노르웨이숲,대구광역시 북구 칠성남로26길 11,20171129,3,296,개별난방,도시가스,대성에너지,,False,35.877204881,128.592852826
대구광역시,북구,,칠성동2가,A10024067,대구역한라하우젠트센텀,주상복합,대구광역시 북구 칠성동2가 738 대구역한라하우젠트센텀,대구광역시 북구 칠성남로 100,20211027,2,256,개별난방,도시가스,대성에너지,,False,35.878102193,128.591436531
대구광역시,북구,,칠성동2가,A70277702,성광우방타운,아파트,대구광역시 북구 칠성동2가 127 성광우방타운,대구광역시 북구 호암로 20,19960110,9,1010,개별난방,도시가스,대성에너지,,False,35.882426756,128.593066791
대구광역시,북구,,칠성동2가,A70274602,오페라 코오롱하늘채,주상복합,대구광역시 북구 칠성동2가 723 오페라 코오롱하늘채,대구광역시 북구 중앙대로 540,20140620,4,464,개별난방,도시가스,대성에너지,,False,35.881235081,128.596869924
대구광역시,북구,,칠성동2가,A10026505,오페라삼정그린코아더베스트,아파트,대구광역시 북구 칠성동2가 733 오페라삼정그린코아더베스트,대구광역시 북구 침산로 100,20171024,6,578,개별난방,도시가스,대성에너지,,False,35.885182626,128.591263607
대구광역시,북구,,칠성동2가,A70277601,칠성삼성아파트,아파트,대구광역시 북구 칠성동2가 378-4 칠성삼성아파트,대구광역시 북구 호암로 40,19951128,7,624,개별난방,도시가스,대성에너지,,False,35.881858473,128.594190967
대구광역시,북구,,칠성동2가,A10022463,칠성우방맨션,,대구광역시 북구 칠성동2가 355-1 칠성우방맨션,대구광역시 북구 중앙대로105길 22,19981222,1,129,개별난방,도시가스,대성에너지,,False,35.881029907,128.593857042
대구광역시,북구,,칠성동2가,A70285103,침산1차푸르지오,주상복합,"대구광역시 북구 칠성동2가 2-2,대구광역시 북구 칠성동2가 2-5 침산1차푸르지오",대구광역시 북구 침산로21길 23,20051128,9,1149,개별난방,도시가스,대성에너지,,False,35.88599603,128.587625015
대구광역시,북구,,고성동1가,A10022625,대구 오페라스위첸,아파트,대구광역시 북구 고성동1가 55-2 대구 오페라스위첸,대구광역시 북구 칠성남로 70,20240607,6,854,개별난방,도시가스,대성에너지,,False,35.878843401,128.587463307
대구광역시,북구,,고성동1가,A10023213,대구역오페라w,아파트,대구광역시 북구 고성동1가 260 대구역오페라w,대구광역시 북구 칠성남로 50,20230530,5,989,개별난방,도시가스,대성에너지,,False,35.878600012,128.584787898
대구광역시,북구,,고성동1가,A10022702,힐스테이트대구역오페라,아파트,대구광역시 북구 고성동1가 114-33 힐스테이트대구역오페라,대구광역시 북구 칠성남로 30,20240531,6,937,개별난방,도시가스,대성에너지,,False,35.878921981,128.583040371
대구광역시,북구,,고성동2가,A70275301,고성아파트,아파트,대구광역시 북구 고성동2가 112-3 고성아파트,대구광역시 북구 고성북로 3,19930802,3,425,개별난방,도시가스,대성에너지,,False,35.880154149,128.581830715
대구광역시,북구,,고성동3가,A10023010,오페라 센텀파크 서한이다음,아파트,대구광역시 북구 고성동3가 149 오페라 센텀파크 서한이다음,대구광역시 북구 고성로37길 1,20230830,4,417,개별난방,도시가스,대성에너지,,False,35.880987002,128.584672874
대구광역시,북구,,고성동3가,A10024887,오페라트루엘시민의숲,아파트,대구광역시 북구 고성동3가 5-139 오페라트루엘시민의숲,대구광역시 북구 고성북로 34,20200515,9,682,개별난방,도시가스,대성에너지,,False,35.883162563,128.584089351
대구광역시,북구,,침산동,A70205004,강변일성트루엘,아파트,대구광역시 북구 침산동 1755 강변일성트루엘,대구광역시 북구 침산남로 215,20140224,3,323,개별난방,도시가스,대성에너지,,False,35.887254189,128.599383949
대구광역시,북구,,침산동,A70285711,대한동아침산1차무지개아파트,아파트,대구광역시 북구 침산동 372-3 대한동아침산1차무지개아파트,대구광역시 북구 침산로21길 24,19990430,5,509,개별난방,도시가스,대성에너지,,False,35.886987925,128.588307753
대구광역시,북구,,침산동,A70285712,대한동아침산2차무지개아파트,아파트,대구광역시 북구 침산동 233-3 대한동아침산2차무지개아파트,대구광역시 북구 침산로21길 10,19990731,7,802,개별난방,도시가스,대성에너지,,False,35.887315483,128.589351855
대구광역시,북구,,침산동,A10020945,더샵프리미엘,아파트,대구광역시 북구 침산동 305-4 더샵프리미엘,대구광역시 북구 침산로32길 20,20241230,2,300,개별난방,도시가스,대성에너지,,False,35.889951339,128.592481554
대구광역시,북구,,침산동,A70285607,롯데캐슬오페라,아파트,대구광역시 북구 침산동 213-1 롯데캐슬오페라,대구광역시 북구 침산남로 160,20050218,7,439,개별난방,도시가스,대성에너지,,False,35.887743229,128.592705469
대구광역시,북구,,침산동,A70285713,명성푸르지오,주상복합,대구광역시 북구 침산동 269-10 명성푸르지오,대구광역시 북구 침산로 153,20060324,5,746,개별난방,도시가스,대성에너지,,False,35.890114615,128.590068084
대구광역시,북구,,침산동,A70285501,삼주,아파트,대구광역시 북구 침산동 101-3 삼주,대구광역시 북구 중앙대로118길 46,19790811,2,198,개별난방,도시가스,대성에너지,,False,35.88295336,128.598351622
대구광역시,북구,,침산동,A70277903,침산1차화성타운,아파트,대구광역시 북구 침산동 117-3 침산1차화성타운,대구광역시 북구 침산남로37길 5,19981109,5,281,개별난방,도시가스,대성에너지,,False,35.887653653,128.595354846
대구광역시,북구,,침산동,A70205302,침산2지구아파트,아파트,대구광역시 북구 침산동 456-7 침산2지구아파트,대구광역시 북구 성북로 8,19911219,1,247,개별난방,도시가스,대성에너지,,False,35.890127111,128.585070737
대구광역시,북구,,침산동,A70287006,침산2차청구타운,아파트,대구광역시 북구 침산동 363-1 침산2차청구타운,대구광역시 북구 침산남로19길 8,19961218,2,311,개별난방,도시가스,대성에너지,,False,35.890012986,128.587854657
대구광역시,북구,,침산동,A70285608,침산2차화성타운,아파트,대구광역시 북구 침산동 123-1 침산2차화성타운,대구광역시 북구 침산남로37길 24,19990424,4,488,개별난방,도시가스,대성에너지,,False,35.889204394,128.59478102
대구광역시,북구,,침산동,A70285703,침산3차푸르지오아파트,아파트,대구광역시 북구 침산동 252-2 침산3차푸르지오아파트,대구광역시 북구 침산남로 130,20041028,2,241,개별난방,도시가스,대성에너지,,False,35.888295791,128.589636826
대구광역시,북구,,침산동,A70285602,침산건영하이츠,주상복합,대구광역시 북구 침산동 296-1 침산건영하이츠,대구광역시 북구 침산로 158,20020528,2,259,개별난방,도시가스,대성에너지,,False,35.890441804,128.590800508
대구광역시,북구,,침산동,A70205003,침산동2차쌍용예가,아파트,대구광역시 북구 침산동 1750 침산동2차쌍용예가,대구광역시 북구 성북로9길 12,20130930,8,657,개별난방,도시가스,대성에너지,,False,35.892205666,128.588422558
대구광역시,북구,,침산동,A70285708,침산동서타운,아파트,대구광역시 북구 침산동 368-1 침산동서타운,대구광역시 북구 침산남로 116,19970422,2,320,개별난방,도시가스,대성에너지,,False,35.888720862,128.587777287
대구광역시,북구,,침산동,A70285509,침산동코오롱하늘채2단지,아파트,대구광역시 북구 침산동 105-1 침산동코오롱하늘채2단지,대구광역시 북구 중앙대로 591,20060518,12,977,개별난방,도시가스,대성에너지,,False,35.884849959,128.596299487
대구광역시,북구,,침산동,A70285901,침산동화타운,아파트,대구광역시 북구 침산동 1414 침산동화타운,대구광역시 북구 침산남로7길 50-21,19970911,3,298,개별난방,도시가스,대성에너지,,False,35.893269745,128.579486731
대구광역시,북구,,침산동,A70205001,침산삼정그린코아,아파트,대구광역시 북구 침산동 101-1 침산삼정그린코아,대구광역시 북구 중앙대로 570,20050922,2,305,개별난방,도시가스,대성에너지,,False,35.883758055,128.598385224
대구광역시,북구,,침산동,A70285804,침산선학맨션,아파트,대구광역시 북구 침산동 341-3 침산선학맨션,대구광역시 북구 성북로 50,19920316,2,300,개별난방,도시가스,대성에너지,,False,35.891203024,128.588981371
대구광역시,북구,,침산동,A10022057,침산세정드림타운,아파트,대구광역시 북구 침산동 637-1 침산세정드림타운,대구광역시 북구 침산로52길 13,20030922,1,132,개별난방,도시가스,대성에너지,,False,35.898904033,128.590847605
대구광역시,북구,,침산동,A70205310,침산쌍용아파트,아파트,대구광역시 북구 침산동 400-1 침산쌍용아파트,대구광역시 북구 침산로21길 36,19990426,5,419,개별난방,도시가스,대성에너지,,False,35.887826373,128.586869814
대구광역시,북구,,침산동,A70277806,침산옥석타운,아파트,대구광역시 북구 침산동 286-1 침산옥석타운,대구광역시 북구 침산남로31길 11,19960923,2,375,개별난방,도시가스,대성에너지,,False,35.888918932,128.592871905
대구광역시,북구,,침산동,A70285705,침산제일아파트,아파트,대구광역시 북구 침산동 369-2 침산제일아파트,대구광역시 북구 옥산로17길 50,19930403,2,310,개별난방,도시가스,대성에너지,,False,35.888768153,128.586960232
대구광역시,북구,,침산동,A70205002,침산청구타운,아파트,대구광역시 북구 침산동 431-2 침산청구타운,대구광역시 북구 침산남로19길 9,19950529,4,542,개별난방,도시가스,대성에너지,,False,35.890291808,128.586142632
대구광역시,북구,,침산동,A70285505,침산코오롱하늘채1단지,아파트,대구광역시 북구 침산동 105-73 침산코오롱하늘채1단지,대구광역시 북구 침산로22길 31,20060518,5,372,개별난방,도시가스,대성에너지,,False,35.88579766,128.59273746
대구광역시,북구,,침산동,A70285701,침산태왕리더스,아파트,대구광역시 북구 침산동 443-2 침산태왕리더스,대구광역시 북구 침산남로 80,20050416,2,200,개별난방,도시가스,대성에너지,,False,35.889167833,128.583574419
대구광역시,북구,,침산동,A70285604,침산한라스카이빌,아파트,대구광역시 북구 침산동 227-1 침산한라스카이빌,대구광역시 북구 침산로22길 5,20021209,2,326,개별난방,도시가스,대성에너지,,False,35.885979361,128.591881337
대구광역시,북구,,침산동,A70285809,침산현대아파트,아파트,대구광역시 북구 침산동 341-1 침산현대아파트,대구광역시 북구 침산로 163,19960614,5,399,개별난방,도시가스,대성에너지,,False,35.890700538,128.588276537
대구광역시,북구,,침산동,A10026772,침산화성파크드림,주상복합,대구광역시 북구 침산동 1761 침산화성파크드림,대구광역시 북구 성북로 70,20170927,7,1202,개별난방,도시가스,대성에너지,,False,35.89206773,128.5921229
대구광역시,북구,,노원동1가,A10022694,북구청역푸르지오에듀포레,아파트,"대구광역시 북구 노원동1가 228,대구광역시 북구 노원동1가 0 북구청역푸르지오에듀포레",대구광역시 북구 침산남로 30,20240619,4,499,개별난방,도시가스,대성에너지,,False,35.886847328,128.579339426
대구광역시,북구,,노원동2가,A70281101,노원동화타운,아파트,대구광역시 북구 노원동2가 44 노원동화타운,대구광역시 북구 오봉로 39,19980720,1,156,개별난방,도시가스,대성에너지,,False,35.891660599,128.576533653
대구광역시,북구,,노원동2가,A70281201,노원보성타운,아파트,대구광역시 북구 노원동2가 246 노원보성타운,대구광역시 북구 오봉로3길 47,19991030,2,224,개별난방,도시가스,대성에너지,,False,35.889634044,128.573686595
대구광역시,북구,,노원동3가,A10026744,대구노원한신더휴,아파트,대구광역시 북구 노원동3가 1227 대구노원한신더휴,대구광역시 북구 노원로10길 40,20170808,12,1580,개별난방,도시가스,대성에너지,,False,35.891275979,128.570018773
대구광역시,북구,,대현동,A70204001,대현e편한세상,아파트,대구광역시 북구 대현동 521 대현e편한세상,대구광역시 북구 대현로10길 82,20080904,8,527,개별난방,도시가스,대성에너지,,False,35.880434466,128.603761449
대구광역시,북구,,대현동,A70204002,대현뜨란채,아파트,대구광역시 북구 대현동 527 대현뜨란채,대구광역시 북구 대현남로 28,20060502,9,736,개별난방,도시가스,대성에너지,,False,35.880476741,128.60503509
대구광역시,북구,,대현동,A70281901,대현신화맨션,아파트,대구광역시 북구 대현동 112-42 대현신화맨션,대구광역시 북구 경대로5길 25,19940615,1,173,개별난방,도시가스,대성에너지,,False,35.884318565,128.611300627
대구광역시,북구,,대현동,A70204003,대현한신휴플러스,아파트,대구광역시 북구 대현동 531 대현한신휴플러스,대구광역시 북구 대현남로 25,20100916,8,751,개별난방,도시가스,대성에너지,,False,35.882190791,128.605824058
대구광역시,북구,,대현동,A10027442,센트럴파크 대현,아파트,대구광역시 북구 대현동 535 센트럴파크 대현,대구광역시 북구 대현남로6길 20,20160414,8,1106,개별난방,도시가스,대성에너지,,False,35.880421226,128.608531446
대구광역시,북구,,산격동,A70284301,산격2차청구맨션,아파트,대구광역시 북구 산격동 1404-19 산격2차청구맨션,대구광역시 북구 대구체육관로4길 2,19991028,2,181,개별난방,도시가스,대성에너지,,False,35.890510416,128.602289207
대구광역시,북구,,산격동,A70276801,산격거평아파트,아파트,대구광역시 북구 산격동 615-22 산격거평아파트,대구광역시 북구 유통단지로3길 7,19980708,4,338,개별난방,도시가스,대성에너지,,False,35.904950969,128.603770154
대구광역시,북구,,산격동,A70276903,산격대우아파트,아파트,대구광역시 북구 산격동 500-1 산격대우아파트,대구광역시 북구 동북로 163,19990930,11,1702,개별난방,도시가스,대성에너지,,False,35.899173428,128.611888517
대구광역시,북구,,산격동,A70276702,산격주공아파트,아파트,대구광역시 북구 산격동 724-12 산격주공아파트,대구광역시 북구 연암로 183,19911207,8,1862,중앙난방,도시가스,대성에너지,,False,35.90106424,128.595095258
대구광역시,북구,,산격동,A70276802,양우내안애아파트,아파트,대구광역시 북구 산격동 1838 양우내안애아파트,대구광역시 북구 동북로 131,20091208,3,355,개별난방,도시가스,대성에너지,,False,35.902076176,128.608096894
대구광역시,북구,,복현동,A10024047,e편한세상 복현,아파트,대구광역시 북구 복현동 320-1 e편한세상 복현,대구광역시 북구 동북로 247,20211124,9,620,개별난방,도시가스,대성에너지,,False,35.895152054,128.618877422
대구광역시,북구,,복현동,A10024371,대구복현행복주택,아파트,대구광역시 북구 복현동 37 대구복현행복주택,대구광역시 북구 복현로36길 6,20210208,2,197,개별난방,도시가스,대성에너지,,False,35.904651783,128.619995901
대구광역시,북구,,복현동,A70282717,복현2차서한,아파트,대구광역시 북구 복현동 160-7 복현2차서한,대구광역시 북구 공항로15길 8,19980430,9,553,개별난방,도시가스,대성에너지,,False,35.900337927,128.62360312
대구광역시,북구,,복현동,A10027682,복현3차 서한이다음,아파트,"대구광역시 북구 복현동 72-2,대구광역시 북구 복현동 72-2 복현3차 서한이다음",대구광역시 북구 복현로 130,20160125,5,392,개별난방,도시가스,대성에너지,,False,35.900890267,128.619029568
대구광역시,북구,,복현동,A70283310,복현건영,아파트,대구광역시 북구 복현동 539-114 복현건영,대구광역시 북구 검단로 28,19981017,4,386,개별난방,도시가스,대성에너지,,False,35.899921855,128.616089254
대구광역시,북구,,복현동,A70276121,복현광명아파트,아파트,"대구광역시 북구 복현동 368-1,대구광역시 북구 복현동 373-1 복현광명아파트",대구광역시 북구 동북로65길 13,19801126,15,730,개별난방,도시가스,대성에너지,,False,35.892929341,128.626871417
대구광역시,북구,,복현동,A70276213,복현대백,아파트,대구광역시 북구 복현동 539-111 복현대백,대구광역시 북구 복현로 137,19960711,6,450,중앙난방,열병합,대성에너지,,False,35.901254198,128.616197739
대구광역시,북구,,복현동,A70276122,복현명문세가1단지,아파트,대구광역시 북구 복현동 241-1 복현명문세가1단지,대구광역시 북구 복현로 71,20110426,7,336,개별난방,도시가스,대성에너지,,False,35.898495837,128.622413902
대구광역시,북구,,복현동,A70276123,복현명문세가2단지,아파트,대구광역시 북구 복현동 241-1 복현명문세가2단지,대구광역시 북구 복현로 50,20110426,8,452,개별난방,도시가스,대성에너지,,False,35.897796709,128.624292803
대구광역시,북구,,복현동,A70276211,복현보성타운,아파트,대구광역시 북구 복현동 539-106 복현보성타운,대구광역시 북구 검단로 64,19960706,3,419,개별난방,도시가스,대성에너지,,False,35.903165087,128.617641004
대구광역시,북구,,복현동,A70276214,복현서한타운,아파트,대구광역시 북구 복현동 539-110 복현서한타운,대구광역시 북구 검단로 50,19960814,6,454,개별난방,도시가스,대성에너지,,False,35.902839428,128.61713201
대구광역시,북구,,복현동,A70282707,복현성화,아파트,대구광역시 북구 복현동 60 복현성화,대구광역시 북구 복현로 114-18,19890718,7,305,개별난방,도시가스,대성에너지,,False,35.902198182,128.620486469
대구광역시,북구,,복현동,A10024336,복현아이파크,아파트,대구광역시 북구 복현동 201-3 복현아이파크,대구광역시 북구 동북로 241,20210329,7,585,개별난방,도시가스,대성에너지,,False,35.89661101,128.617550839
대구광역시,북구,,복현동,A70202204,복현우방타운,아파트,대구광역시 북구 복현동 260 복현우방타운,대구광역시 북구 공항로 84,19970716,4,294,개별난방,도시가스,대성에너지,,False,35.899203085,128.624335919
대구광역시,북구,,복현동,A10024672,복현자이아파트,아파트,대구광역시 북구 복현동 703 복현자이아파트,대구광역시 북구 공항로 16,20200827,8,594,개별난방,도시가스,대성에너지,,False,35.897748087,128.617219826
대구광역시,북구,,복현동,A70276212,복현청구,아파트,대구광역시 북구 복현동 539-113 복현청구,대구광역시 북구 검단로 34,19960620,6,426,개별난방,도시가스,대성에너지,,False,35.900426178,128.615932448
대구광역시,북구,,복현동,A70202001,복현푸르지오,아파트,대구광역시 북구 복현동 694 복현푸르지오,대구광역시 북구 동북로 345,20131230,17,1199,개별난방,도시가스,대성에너지,,False,35.890016607,128.627903548
대구광역시,북구,,복현동,A70282708,복현현대,아파트,대구광역시 북구 복현동 76-1 복현현대,대구광역시 북구 복현로 115,19920521,2,315,개별난방,도시가스,대성에너지,,False,35.899886087,128.618198111
대구광역시,북구,,복현동,A70283309,복현화성타운,아파트,대구광역시 북구 복현동 539-1 복현화성타운,대구광역시 북구 복현로 173,19991130,5,370,개별난방,도시가스,대성에너지,,False,35.904494076,128.617644077
대구광역시,북구,,복현동,A70202215,태왕아너스복현,아파트,대구광역시 북구 복현동 190-1 태왕아너스복현,대구광역시 북구 복현로 105,20060320,7,462,개별난방,도시가스,대성에너지,,False,35.899882858,128.619690116
대구광역시,북구,,검단동,A70275101,민들레타운,아파트,대구광역시 북구 검단동 1128-3 민들레타운,대구광역시 북구 검단로 255,19911230,3,683,개별난방,도시가스,대성에너지,,False,35.916148737,128.628241948
대구광역시,북구,,검단동,A70275202,유성청구타운,아파트,대구광역시 북구 검단동 887-8 유성청구타운,대구광역시 북구 검단로 115,19920814,7,1493,개별난방,도시가스,대성에너지,,False,35.907024197,128.619640805
대구광역시,북구,,동변동,A70212003,동서변그린빌아파트,아파트,대구광역시 북구 동변동 679 동서변그린빌아파트,대구광역시 북구 동변로 55,20020528,14,1282,개별난방,도시가스,대성에너지,,False,35.916977093,128.602619617
대구광역시,북구,,동변동,A70212001,선수촌1단지,아파트,대구광역시 북구 동변동 697 선수촌1단지,대구광역시 북구 동변로 50,20031230,10,775,개별난방,도시가스,대성에너지,,False,35.918270634,128.604262651
대구광역시,북구,,동변동,A70273502,유니버시아드선수촌2단지,아파트,대구광역시 북구 동변동 682 유니버시아드선수촌2단지,대구광역시 북구 동변로 24,20031230,14,1160,개별난방,도시가스,대성에너지,,False,35.916289358,128.601683011
대구광역시,북구,,서변동,A70211001,동서리치모아,아파트,대구광역시 북구 서변동 1772 동서리치모아,대구광역시 북구 서변로 88,20031223,7,430,개별난방,도시가스,대성에너지,,False,35.923517911,128.597300667
대구광역시,북구,,서변동,A70211002,동서변 리벤빌,아파트,대구광역시 북구 서변동 1769 동서변 리벤빌,대구광역시 북구 서변로 106,20050609,6,432,개별난방,도시가스,대성에너지,,False,35.924658285,128.597361156
대구광역시,북구,,서변동,A70211006,동서변월드메르디앙,아파트,대구광역시 북구 서변동 1795 동서변월드메르디앙,대구광역시 북구 서변로 26,20051221,10,902,개별난방,도시가스,대성에너지,,False,35.918311864,128.597231014
대구광역시,북구,,서변동,A70289101,서변청아람,아파트,대구광역시 북구 서변동 1724 서변청아람,대구광역시 북구 호국로57길 20,20030813,7,524,개별난방,도시가스,대성에너지,,False,35.927922858,128.597060551
대구광역시,북구,,서변동,A70211004,영남네오빌블루,아파트,대구광역시 북구 서변동 1766 영남네오빌블루,대구광역시 북구 서변로 120,20031219,8,469,개별난방,도시가스,대성에너지,,False,35.925923821,128.59737468
대구광역시,북구,,서변동,A70211003,화성리버파크1단지,아파트,대구광역시 북구 서변동 1775 화성리버파크1단지,대구광역시 북구 서변로 72,20030530,6,433,개별난방,도시가스,대성에너지,,False,35.921656763,128.59702071
대구광역시,북구,,서변동,A70211005,화성리버파크2단지,아파트,대구광역시 북구 서변동 1793 화성리버파크2단지,대구광역시 북구 서변로 50,20030530,6,515,개별난방,도시가스,대성에너지,,False,35.920222741,128.597073688
대구광역시,북구,,읍내동,A10024007,LH 대구읍내행복주택,아파트,대구광역시 북구 읍내동 1343 LH 대구읍내행복주택,대구광역시 북구 칠곡중앙대로 434,20211105,3,252,개별난방,도시가스,대성에너지,,False,35.934097967,128.549073493
대구광역시,북구,,읍내동,A70274401,SD아이프라임강북,아파트,대구광역시 북구 읍내동 1448 SD아이프라임강북,대구광역시 북구 칠곡중앙대로125길 7,20100430,6,573,개별난방,도시가스,대성에너지,,False,35.951383946,128.551746579
대구광역시,북구,,읍내동,A10024162,강북태왕아너스더퍼스트,,대구광역시 북구 읍내동 1452 강북태왕아너스더퍼스트,대구광역시 북구 칠곡중앙대로110길 10,20210827,4,234,개별난방,도시가스,대성에너지,,False,35.944095524,128.551986114
